Subject,Year,Session,ExamType,PaperNumber,PDF_Link
General Medicine,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Medical Oncology Paper3.pdf
Pediatrics,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neonatology Paper1.pdf
Pediatrics,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neonatology Paper2.pdf
Pediatrics,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neonatology Paper3.pdf
Nephrology,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Nephrology Paper1.pdf
Nephrology,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Nephrology Paper2.pdf
Nephrology,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Nephrology Paper3.pdf
Neuro Surgery Direct 6 years course Part 1,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neuro Surgery Direct 6 years course Part 1 Paper1.pdf
Neuro Surgery Direct 6 years course Part 1,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neuro Surgery Direct 6 years course Part 1 Paper2.pdf
Neuro Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neuro Surgery Paper1.pdf
Neuro Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neuro Surgery Paper2.pdf
Neuro Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neuro Surgery Paper3.pdf
Neurology,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neurology Paper1.pdf
Neurology,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neurology Paper2.pdf
Neurology,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Neurology Paper3.pdf
General Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Paediatric Surgery Direct 6 years course Part 1 Paper1.pdf
General Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Paediatric Surgery Direct 6 years course Part 1 Paper2.pdf
General Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Paediatric Surgery Paper1.pdf
General Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Paediatric Surgery Paper2.pdf
General Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Paediatric Surgery Paper3.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 1,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 1 Paper1.pdf
Plastic and Reconstructive Surgery Direct 6 years course Part 1,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Plastic and Reconstructive Surgery Direct 6 years course Part 1 Paper2.pdf
Plastic and Reconstructive Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Plastic and Reconstructive Surgery Paper1.pdf
Plastic and Reconstructive Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Plastic and Reconstructive Surgery Paper2.pdf
Plastic and Reconstructive Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Plastic and Reconstructive Surgery Paper3.pdf
Gastroenterology,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Surgical Gastroenterology Paper2.pdf
Gastroenterology,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Surgical Gastroenterology Paper3.pdf
General Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Surgical Oncology Paper1.pdf
General Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Surgical Oncology Paper2.pdf
General Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Surgical Oncology Paper3.pdf
General Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Urology Paper1.pdf
General Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Urology Paper2.pdf
General Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Urology Paper3.pdf
General Surgery,2021,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Vascular Surgery Paper1.pdf
General Surgery,2021,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Vascular Surgery Paper2.pdf
General Surgery,2021,December,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DEC21/DrNB Vascular Surgery Paper3.pdf
Pulmonology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Respiratory Medicine Paper4.pdf
Radiology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radio Diagnosis Paper4.pdf
Radiation Oncology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radiation Oncology Paper4.pdf
Psychiatry,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Psychiatry Paper4.pdf
Physiology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physiology Paper4.pdf
Orthopedics,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physical Medicine and Rehabilitation Paper4.pdf
Pharmacology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pharmacology Paper4.pdf
Pathology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pathology Paper4.pdf
Pediatrics,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatrics Paper4.pdf
ENT,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Otorhinolaryngology ENT Paper4.pdf
Orthopedics,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Orthopaedics Paper4.pdf
Ophthalmology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Ophthalmology Paper4.pdf
Obstetrics & Gynecology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Obstetrics and Gynaecology Paper4.pdf
Radiology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nuclear Medicine Paper4.pdf
Microbiology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Microbiology Paper4.pdf
Pathology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Immunohematology and Blood Transfusion Paper4.pdf
Hospital Administration,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Hospital Administration Paper4.pdf
General Surgery,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Surgery Paper4.pdf
General Medicine,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Medicine Paper4.pdf
Forensic Medicine,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Forensic Medicine Paper4.pdf
Family Medicine,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Family Medicine Paper4.pdf
Emergency Medicine,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Emergency Medicine Paper4.pdf
Dermatology,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Dermatology Venereology and Leprosy Paper4.pdf
Community Medicine,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Community Medicine Paper4.pdf
Biochemistry,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Biochemistry Paper4.pdf
Anatomy,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anatomy Paper4.pdf
Anesthesia,2021,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anaesthesiology Paper4.pdf
General Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Urology Paper3.pdf
General Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Oncology Paper3.pdf
Gastroenterology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Gastroenterology Paper3.pdf
Pulmonology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Respiratory Medicine Paper3.pdf
Radiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radio Diagnosis Paper3.pdf
Radiation Oncology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radiation Oncology Paper3.pdf
Psychiatry,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Psychiatry Paper3.pdf
Plastic and Reconstructive Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Plastic and Reconstructive Surgery Paper3.pdf
Physiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physiology Paper3.pdf
Orthopedics,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physical Medicine and Rehabilitation Paper3.pdf
Pharmacology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pharmacology Paper3.pdf
Pathology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pathology Paper3.pdf
Pediatrics,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatrics Paper3.pdf
General Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Surgery Paper3.pdf
Paediatric Cardiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Cardiology Paper3.pdf
ENT,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Otorhinolaryngology ENT Paper3.pdf
Orthopedics,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Orthopaedics Paper3.pdf
Ophthalmology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Ophthalmology Paper3.pdf
Obstetrics & Gynecology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Obstetrics and Gynaecology Paper3.pdf
Radiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nuclear Medicine Paper3.pdf
Neurology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neurology Paper3.pdf
Neuro Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Surgery Paper3.pdf
Neuro Anaesthesia,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Anaesthesia Paper3.pdf
Nephrology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nephrology Paper3.pdf
Pediatrics,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neonatology Paper3.pdf
Microbiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Microbiology Paper3.pdf
General Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Oncology Paper 3.pdf
Medical Genetics,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Genetics Paper3.pdf
Medical Gastroenterology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Gastroenterology Paper3.pdf
Pathology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Immunohematology and Blood Transfusion Paper3.pdf
Hospital Administration,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Hospital Administration Paper3.pdf
General Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Surgery Paper3.pdf
General Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Medicine Paper3.pdf
Forensic Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Forensic Medicine Paper3.pdf
Family Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Family Medicine Paper3.pdf
Endocrinology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Endocrinology Paper3.pdf
Emergency Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Emergency Medicine Paper3.pdf
Dermatology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Dermatology Venereology and Leprosy Paper3.pdf
Community Medicine,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Community Medicine Paper3.pdf
Clinical Immunology and Rheumatology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Immunology and Rheumatology Paper3.pdf
Clinical Hematology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Hematology Paper3.pdf
Cardiology,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiology Paper3.pdf
Cardio Vascular and Thoracic Surgery,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardio Vascular and Thoracic Surgery Paper3.pdf
Cardiac Anaesthesia,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiac Anaesthesia Paper3.pdf
Biochemistry,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Biochemistry Paper3.pdf
Anatomy,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anatomy Paper3.pdf
Anesthesia,2021,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anaesthesiology Paper3.pdf
General Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Urology Paper2.pdf
General Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Oncology Paper2.pdf
Gastroenterology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Gastroenterology Paper2.pdf
Pulmonology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Respiratory Medicine Paper2.pdf
Radiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radio Diagnosis Paper2.pdf
Radiation Oncology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radiation Oncology Paper2.pdf
Psychiatry,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Psychiatry Paper2.pdf
Plastic and Reconstructive Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Plastic and Reconstructive Surgery Paper2.pdf
Plastic and Reconstructive Surgery Direct 6 years course part 1,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Plastic and Reconstructive Surgery Direct 6 years course part 1 paper 2.pdf
Physiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physiology Paper2.pdf
Orthopedics,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physical Medicine and Rehabilitation Paper2.pdf
Pharmacology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pharmacology Paper2.pdf
Pathology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pathology Paper2.pdf
Pediatrics,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatrics Paper2.pdf
General Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Surgery Paper2.pdf
Paediatric Cardiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Cardiology Paper2.pdf
ENT,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Otorhinolaryngology ENT Paper2.pdf
Orthopedics,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Orthopaedics Paper2.pdf
Ophthalmology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Obstetrics and Gynaecology Paper2.pdf
Radiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nuclear Medicine Paper2.pdf
Neurology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neurology Paper2.pdf
Neuro Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Surgery Paper2.pdf
Neuro Surgery Direct 6 years course Part 1,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Surgery Direct 6 years course Part 1 Paper2.pdf
Neuro Anaesthesia,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Anaesthesia Paper2.pdf
Nephrology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nephrology Paper2.pdf
Pediatrics,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neonatology Paper2.pdf
Microbiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Microbiology Paper2.pdf
General Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Oncology Paper2.pdf
Medical Genetics,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Genetics Paper2.pdf
Medical Gastroenterology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Gastroenterology Paper2.pdf
Pathology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Immunohematology and Blood Transfusion Paper2.pdf
Hospital Administration,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Hospital Administration Paper2.pdf
General Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Surgery Paper2.pdf
General Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Medicine Paper2.pdf
Forensic Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Forensic Medicine Paper2.pdf
Family Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Family Medicine Paper2.pdf
Endocrinology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Endocrinology Paper2.pdf
Emergency Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Emergency Medicine Paper2.pdf
Dermatology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Dermatology Venereology and Leprosy Paper2.pdf
Community Medicine,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Community Medicine Paper2.pdf
Clinical Immunology and Rheumatology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Immunology and Rheumatology Paper2.pdf
Clinical Hematology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Hematology Paper2.pdf
Cardiology,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiology Paper2.pdf
Cardio Vascular and Thoracic Surgery,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardio Vascular and Thoracic Surgery Paper2.pdf
Cardio Vascular and Thoracic Surgery Direct 6 years part 1,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardio Vascular and Thoracic Surgery Direct 6 years part 1 paper 2.pdf
Cardiac Anaesthesia,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiac Anaesthesia Paper2.pdf
Biochemistry,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Biochemistry Paper2.pdf
Anatomy,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anatomy Paper2.pdf
Anesthesia,2021,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anaesthesiology Paper2.pdf
General Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Urology Paper1.pdf
General Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Oncology Paper1.pdf
Gastroenterology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Surgical Gastroenterology Paper1.pdf
Pulmonology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Respiratory Medicine Paper1.pdf
Radiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radio Diagnosis Paper1.pdf
Radiation Oncology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Radiation Oncology Paper1.pdf
Psychiatry,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Psychiatry Paper1.pdf
Plastic and Reconstructive Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Plastic and Reconstructive Surgery Paper1.pdf
Physiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physiology Paper1.pdf
Orthopedics,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Physical Medicine and Rehabilitation Paper1.pdf
Pharmacology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pharmacology Paper1.pdf
Pathology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Pathology Paper1.pdf
Pediatrics,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatrics Paper1.pdf
General Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Surgery Paper1.pdf
Paediatric Cardiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Paediatric Cardiology Paper1.pdf
ENT,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Otorhinolaryngology ENT Paper1.pdf
Orthopedics,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Orthopaedics Paper1.pdf
Ophthalmology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Ophthalmology Paper1.pdf
Obstetrics & Gynecology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Obstetrics and Gynaecology Paper1.pdf
Radiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nuclear Medicine Paper1.pdf
Neurology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neurology Paper1.pdf
Neuro Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Surgery Paper1.pdf
Neuro Surgery Direct 6 years course Part 1,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Surgery Direct 6 years course Part 1 Paper1.pdf
Neuro Anaesthesia,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neuro Anaesthesia Paper1.pdf
Nephrology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Nephrology Paper1.pdf
Pediatrics,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Neonatology Paper1.pdf
Microbiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Microbiology Paper1.pdf
General Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Oncology Paper1.pdf
Medical Genetics,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Genetics Paper1.pdf
Medical Gastroenterology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Medical Gastroenterology Paper1.pdf
Pathology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Immunohematology and Blood Transfusion Paper1.pdf
Hospital Administration,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Hospital Administration Paper1.pdf
General Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Surgery Paper1.pdf
General Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/General Medicine Paper1.pdf
Forensic Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Forensic Medicine Paper1.pdf
Family Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Family Medicine Paper1.pdf
Endocrinology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Endocrinology Paper1.pdf
Emergency Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Emergency Medicine Paper1.pdf
Dermatology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Dermatology Venereology and Leprosy Paper1.pdf
Community Medicine,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Community Medicine Paper1.pdf
Clinical Immunology and Rheumatology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Immunology and Rheumatology Paper1.pdf
Clinical Hematology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Clinical Hematology Paper1.pdf
Cardiology,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiology Paper1.pdf
Cardio Vascular and Thoracic Surgery,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardio Vascular and Thoracic Surgery Paper1.pdf
Cardiac Anaesthesia,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Cardiac Anaesthesia Paper1.pdf
Biochemistry,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Biochemistry Paper1.pdf
Anatomy,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anatomy Paper1.pdf
Anesthesia,2021,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/June21/Anaesthesiology Paper1.pdf
Anesthesia,2020,December,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DEC20/01_ANAES_P1.pdf
Anesthesia,2020,December,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DEC20/01_ANS_P2.pdf
