Subject,Year,Session,ExamType,PaperNumber,PDF_Link
Ophthalmology,2025,June,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2025,June,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Obstetrics and Gynaecology Paper2.pdf
Family Medicine,2025,June,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Family Medicine Paper2.pdf
Anesthesia,2025,June,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Anaesthesiology Paper2.pdf
Pulmonology,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Tuberculosis and Chest Disease Paper1.pdf
Radiology,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Radio Diagnosis Paper1.pdf
Pediatrics,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Paediatrics Paper1.pdf
ENT,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Otorhinolaryngology ENT Paper1.pdf
Ophthalmology,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Ophthalmology Paper1.pdf
Obstetrics & Gynecology,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Obstetrics and Gynaecology Paper1.pdf
Family Medicine,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Family Medicine Paper1.pdf
Anesthesia,2025,June,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN25/Diploma Anaesthesiology Paper1.pdf
Pulmonology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Respiratory Medicine Paper4.pdf
Radiology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radio Diagnosis Paper4.pdf
Radiation Oncology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radiation Oncology Paper4.pdf
Psychiatry,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Psychiatry Paper4.pdf
Physiology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physiology Paper4.pdf
Orthopedics,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physical Medicine and Rehabilitation Paper4.pdf
Pharmacology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pharmacology Paper4.pdf
Pathology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pathology Paper4.pdf
General Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Palliative Medicine Paper4.pdf
Pediatrics,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Paediatrics Paper4.pdf
ENT,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Otorhinolaryngology ENT Paper4.pdf
Orthopedics,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Orthopaedics Paper4.pdf
Ophthalmology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Ophthalmology Paper4.pdf
Obstetrics & Gynecology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Obstetrics and Gynaecology Paper4.pdf
Radiology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Nuclear Medicine Paper4.pdf
Microbiology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Microbiology Paper4.pdf
Pathology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Immunohematology and Blood Transfusion Paper4.pdf
Hospital Administration,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Hospital Administration Paper4.pdf
General Surgery,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Surgery Paper4.pdf
General Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Medicine Paper4.pdf
Forensic Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Forensic Medicine Paper4.pdf
Family Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Family Medicine Paper4.pdf
Emergency Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Emergency Medicine Paper4.pdf
Dermatology,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Dermatology Venereology and Leprosy Paper4.pdf
Community Medicine,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Community Medicine Paper4.pdf
Biochemistry,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Biochemistry Paper4.pdf
Anatomy,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anatomy Paper4.pdf
Anesthesia,2025,June,DNB,4,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anaesthesiology Paper4.pdf
Pulmonology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Respiratory Medicine Paper3.pdf
Radiology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radio Diagnosis Paper3.pdf
Radiation Oncology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radiation Oncology Paper3.pdf
Psychiatry,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Psychiatry Paper3.pdf
Physiology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physiology Paper3.pdf
Orthopedics,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physical Medicine and Rehabilitation Paper3.pdf
Pharmacology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pharmacology Paper3.pdf
Pathology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pathology Paper3.pdf
General Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Palliative Medicine Paper3.pdf
Pediatrics,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Paediatrics Paper3.pdf
ENT,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Otorhinolaryngology ENT Paper3.pdf
Orthopedics,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Orthopaedics Paper3.pdf
Ophthalmology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Ophthalmology Paper3.pdf
Obstetrics & Gynecology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Obstetrics and Gynaecology Paper3.pdf
Radiology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Nuclear Medicine Paper3.pdf
Microbiology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Microbiology Paper3.pdf
Pathology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Immunohematology and Blood Transfusion Paper3.pdf
Hospital Administration,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Hospital Administration Paper3.pdf
General Surgery,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Surgery Paper3.pdf
General Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Medicine Paper3.pdf
Forensic Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Forensic Medicine Paper3.pdf
Family Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Family Medicine Paper3.pdf
Emergency Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Emergency Medicine Paper3.pdf
Dermatology,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Dermatology Venereology and Leprosy Paper3.pdf
Community Medicine,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Community Medicine Paper3.pdf
Biochemistry,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Biochemistry Paper3.pdf
Anatomy,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anatomy Paper3.pdf
Anesthesia,2025,June,DNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anaesthesiology Paper3.pdf
Pulmonology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Respiratory Medicine Paper2.pdf
Radiology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radio Diagnosis Paper2.pdf
Radiation Oncology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radiation Oncology Paper2.pdf
Psychiatry,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Psychiatry Paper2.pdf
Physiology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physiology Paper2.pdf
Orthopedics,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physical Medicine and Rehabilitation Paper2.pdf
Pharmacology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pharmacology Paper2.pdf
Pathology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pathology Paper2.pdf
General Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Palliative Medicine Paper2.pdf
Pediatrics,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Paediatrics Paper2.pdf
ENT,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Otorhinolaryngology ENT Paper2.pdf
Orthopedics,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Orthopaedics Paper2.pdf
Ophthalmology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Obstetrics and Gynaecology Paper2.pdf
Radiology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Nuclear Medicine Paper2.pdf
Microbiology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Microbiology Paper2.pdf
Pathology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Immunohematology and Blood Transfusion Paper2.pdf
Hospital Administration,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Hospital Administration Paper2.pdf
General Surgery,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Surgery Paper2.pdf
General Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Medicine Paper2.pdf
Forensic Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Forensic Medicine Paper2.pdf
Family Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Family Medicine Paper2.pdf
Emergency Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Emergency Medicine Paper2.pdf
Dermatology,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Dermatology Venereology and Leprosy Paper2.pdf
Community Medicine,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Community Medicine Paper2.pdf
Biochemistry,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Biochemistry Paper2.pdf
Anatomy,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anatomy Paper2.pdf
Anesthesia,2025,June,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anaesthesiology Paper2.pdf
Pulmonology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Respiratory Medicine Paper1.pdf
Radiology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radio Diagnosis Paper1.pdf
Radiation Oncology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Radiation Oncology Paper1.pdf
Psychiatry,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Psychiatry Paper1.pdf
Physiology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physiology Paper1.pdf
Orthopedics,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Physical Medicine and Rehabilitation Paper1.pdf
Pharmacology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pharmacology Paper1.pdf
Pathology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Pathology Paper1.pdf
General Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Palliative Medicine Paper1.pdf
Pediatrics,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Paediatrics Paper1.pdf
ENT,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Otorhinolaryngology ENT Paper1.pdf
Orthopedics,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Orthopaedics Paper1.pdf
Ophthalmology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Ophthalmology Paper1.pdf
Obstetrics & Gynecology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Obstetrics and Gynaecology Paper1.pdf
Radiology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Nuclear Medicine Paper1.pdf
Microbiology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Microbiology Paper1.pdf
Pathology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Immunohematology and Blood Transfusion Paper1.pdf
Hospital Administration,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Hospital Administration Paper1.pdf
General Surgery,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Surgery Paper1.pdf
General Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB General Medicine Paper1.pdf
Forensic Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Forensic Medicine Paper1.pdf
Family Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Family Medicine Paper1.pdf
Emergency Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Emergency Medicine Paper1.pdf
Dermatology,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Dermatology Venereology and Leprosy Paper1.pdf
Community Medicine,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Community Medicine Paper1.pdf
Biochemistry,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Biochemistry Paper1.pdf
Anatomy,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anatomy Paper1.pdf
Anesthesia,2025,June,DNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/JUN25/DNB Anaesthesiology Paper1.pdf
Pulmonology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Tuberculosis and Chest Disease Paper3.pdf
Radiology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Radio Diagnosis Paper3.pdf
Pediatrics,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Paediatrics Paper3.pdf
ENT,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Otorhinolaryngology ENT Paper3.pdf
Ophthalmology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Ophthalmology Paper3.pdf
Obstetrics & Gynecology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Obstetrics and Gynaecology Paper3.pdf
Family Medicine,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Family Medicine Paper3.pdf
Anesthesia,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Anaesthesiology Paper3.pdf
Pulmonology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Tuberculosis and Chest Disease Paper2.pdf
Radiology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Radio Diagnosis Paper2.pdf
Pediatrics,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Paediatrics Paper2.pdf
ENT,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Otorhinolaryngology ENT Paper2.pdf
Ophthalmology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Obstetrics and Gynaecology Paper2.pdf
Family Medicine,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Family Medicine Paper2.pdf
Anesthesia,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Anaesthesiology Paper2.pdf
Anesthesia,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Anaesthesiology Paper1.pdf
Family Medicine,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Family Medicine Paper1.pdf
Obstetrics & Gynecology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Obstetrics and Gynaecology Paper1.pdf
Ophthalmology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Ophthalmology Paper1.pdf
ENT,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Otorhinolaryngology ENT Paper1.pdf
Pediatrics,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Paediatrics Paper1.pdf
Radiology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Radio Diagnosis Paper1.pdf
Pulmonology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_DEC_24/Diploma Tuberculosis and Chest Disease Paper1.pdf
Pulmonology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Tuberculosis and Chest Disease Paper3.pdf
Radiology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Radio Diagnosis Paper3.pdf
Pediatrics,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Paediatrics Paper3.pdf
ENT,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Otorhinolaryngology ENT Paper3.pdf
Ophthalmology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Ophthalmology Paper3.pdf
Obstetrics & Gynecology,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Obstetrics and Gynaecology Paper3.pdf
Family Medicine,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Family Medicine Paper3.pdf
Anesthesia,2024,,DipNB,3,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Anaesthesiology Paper3.pdf
Pulmonology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Tuberculosis and Chest Disease Paper2.pdf
Radiology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Radio Diagnosis Paper2.pdf
Pediatrics,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Paediatrics Paper2.pdf
ENT,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Otorhinolaryngology ENT Paper2.pdf
Ophthalmology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Obstetrics and Gynaecology Paper2.pdf
Family Medicine,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Family Medicine Paper2.pdf
Anesthesia,2024,,DipNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Anaesthesiology Paper2.pdf
Pulmonology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Tuberculosis and Chest Disease Paper1.pdf
Radiology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Radio Diagnosis Paper1.pdf
Pediatrics,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Paediatrics Paper1.pdf
ENT,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Otorhinolaryngology ENT Paper1.pdf
Ophthalmology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Ophthalmology Paper1.pdf
Obstetrics & Gynecology,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Obstetrics and Gynaecology Paper1.pdf
Family Medicine,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Family Medicine Paper1.pdf
Anesthesia,2024,,DipNB,1,https://natboard.edu.in/natboard-data/QuestionPaper/DIP_JUN_24/Diploma Anaesthesiology Paper1.pdf
Pulmonology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Respiratory Medicine Paper2.pdf
Radiology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Radio Diagnosis Paper2.pdf
Radiation Oncology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Radiation Oncology Paper2.pdf
Psychiatry,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Psychiatry Paper2.pdf
Physiology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Physiology Paper2.pdf
Orthopedics,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Physical Medicine and Rehabilitation Paper2.pdf
Pharmacology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Pharmacology Paper2.pdf
Pathology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Pathology Paper2.pdf
General Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Palliative Medicine Paper2.pdf
Pediatrics,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Paediatrics Paper2.pdf
ENT,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Otorhinolaryngology ENT Paper2.pdf
Orthopedics,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Orthopaedics Paper2.pdf
Ophthalmology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Ophthalmology Paper2.pdf
Obstetrics & Gynecology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Obstetrics and Gynaecology Paper2.pdf
Radiology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Nuclear Medicine Paper2.pdf
Microbiology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Microbiology Paper2.pdf
Pathology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Immunohematology and Blood Transfusion Paper2.pdf
Hospital Administration,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Hospital Administration Paper2.pdf
General Surgery,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB General Surgery Paper2.pdf
General Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB General Medicine Paper2.pdf
Forensic Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Forensic Medicine Paper2.pdf
Family Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Family Medicine Paper2.pdf
Emergency Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Emergency Medicine Paper2.pdf
Dermatology,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Dermatology Venereology and Leprosy Paper2.pdf
Community Medicine,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Community Medicine Paper2.pdf
Biochemistry,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Biochemistry Paper2.pdf
Anatomy,2024,October,DNB,2,https://natboard.edu.in/natboard-data/QuestionPaper/OCT24/DNB Anatomy Paper2.pdf
